record_id,record_type,need_id,need_rank,need_path,fulfillment_id,fulfillment_class,category_original,category_group_id,page_id,product_node_id,item_name,manufacturer,model_part_number,source_uid,source_vendor,source_record_id,source_url,record_status,availability,recall_class,risk_type,problem,recommended_action,last_updated,archived,catalog_year,historical_price_usd,currency,total_cost,fulfillment_score,value_score,need_match_score,survival_value,durability,risk,evidence_score,evidence,source_language
HC-82034,product_safety_recall,need-air,1,Air / Breathable Environment / Gas Detection,need-air-gas-detection,Gas Detection,Articles de maison,product-category-need-air-gas-detection-articles-de-maison-ec6e1705,product-category-need-air-gas-detection-articles-de-maison-ec6e1705-page-001,product-hc-82034,Détecteur de fumée et de monoxyde de carbone à branchement de marque Gedsffati,,,SRC-HC-RECALLS,Sécurité des produits de consommation,82034,https://recalls-rappels.canada.ca/fr/avis-rappel/sante-canada-met-en-garde-population-que-detecteur-fumee-et-monoxyde-carbone,Current recall / safety evidence,Safety evidence only — current market availability not established,,Produits non autorisés,Produits non autorisés,Les consommateurs devraient cesser immédiatement d’utiliser le produit affecté et l’éliminer conformément aux directives en matière de déchets dangereux. Les consommateurs devraient remplacer le produit visé par un produit portant une marque de certification canadienne.Consultez régulièrement la base de données sur les rappels et les avis de sécurité de Canadiens en santé pour trouver des produits dangereux et prendre des mesures pour éliminer les éléments préoccupants.Santé Canada tient à rappeler les consommateurs de signaler tout incident lié à la santé ou à la sécurité découlant de l'util…,2026-05-06,False,,,,,,,90,100,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-82049,product_safety_recall,need-air,1,Air / Breathable Environment / Gas Detection,need-air-gas-detection,Gas Detection,Articles de maison,product-category-need-air-gas-detection-articles-de-maison-ec6e1705,product-category-need-air-gas-detection-articles-de-maison-ec6e1705-page-001,product-hc-82049,"Détecteur combiné de fumée, de gaz combustibles et de monoxyde de carbone IQYEF",,,SRC-HC-RECALLS,Sécurité des produits de consommation,82049,https://recalls-rappels.canada.ca/fr/avis-rappel/sante-canada-met-en-garde-population-que-detecteurs-combines-fumee-gaz-combustibles-et,Current recall / safety evidence,Safety evidence only — current market availability not established,,Produits non autorisés,Produits non autorisés,Les consommateurs devraient cesser immédiatement d’utiliser le produit affecté et l’éliminer conformément aux directives en matière de déchets dangereux. Les consommateurs devraient remplacer le produit visé par un produit portant une marque de certification canadienne.Consultez régulièrement la base de données sur les rappels et les avis de sécurité de Canadiens en santé pour trouver des produits dangereux et prendre des mesures pour éliminer les éléments préoccupants.Santé Canada tient à rappeler les consommateurs de signaler tout incident lié à la santé ou à la sécurité découlant de l'util…,2026-05-08,False,,,,,,,90,100,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-22141,product_safety_recall,need-air,1,Air / Breathable Environment / Gas Detection,need-air-gas-detection,Gas Detection,Articles de maison - Autres,product-category-need-air-gas-detection-articles-de-maison-autres-b7b21689,product-category-need-air-gas-detection-articles-de-maison-autres-b7b21689-page-001,product-hc-22141,"Archivé – Détecteurs de monoxyde de carbone (CO) de la série 10000 et détecteurs combinés de fumée et de CO de la série 12000, tous de marque Firex",,,SRC-HC-RECALLS,Sécurité des produits de consommation,22141,https://recalls-rappels.canada.ca/fr/avis-rappel/archive-detecteurs-monoxyde-carbone-co-serie-10000-et-detecteurs-combines-fumee-et-co,Archived recall / safety evidence,Safety evidence only — current market availability not established,,Risque chimique,Risque chimique,,2008-05-01,True,,,,,,,90,100,,85,78,Health Canada recall / safety notice,French / bilingual source
HC-23502,product_safety_recall,need-air,1,Air / Breathable Environment / Gas Detection,need-air-gas-detection,Gas Detection,Articles de maison - Produits spécialisés - Outils et accessoires,product-category-need-air-gas-detection-articles-de-maison-produits-specialises-outil-5f1f910d,product-category-need-air-gas-detection-articles-de-maison-produits-specialises-outil-5f1f910d-page-001,product-hc-23502,"Détecteur de fumée à deux capteurs, modèle PI 2000CA, de Kidde",,,SRC-HC-RECALLS,Sécurité des produits de consommation,23502,https://recalls-rappels.canada.ca/fr/avis-rappel/detecteur-fumee-deux-capteurs-modele-pi-2000ca-kidde,Archived recall / safety evidence,Safety evidence only — current market availability not established,,Risque de choc électrique,Risque de choc électrique,,2009-07-01,True,,,,,,,90,100,,65,78,Health Canada recall / safety notice,French / bilingual source
HC-81923,product_safety_recall,need-air,1,Air / Breathable Environment / Gas Detection,need-air-gas-detection,Gas Detection,Produits de plein air,product-category-need-air-gas-detection-produits-de-plein-air-a62b290e,product-category-need-air-gas-detection-produits-de-plein-air-a62b290e-page-001,product-hc-81923,Nettoyeurs haute pression de marque Generac,,,SRC-HC-RECALLS,Sécurité des produits de consommation,81923,https://recalls-rappels.canada.ca/fr/avis-rappel/nettoyeurs-haute-pression-demarrage-electrique-marque-generac-rappeles-en-raison-risque,Current recall / safety evidence,Safety evidence only — current market availability not established,,Risque d’empoisonnement,Risque d’empoisonnement,"Les consommateurs devraient cesser immédiatement d’utiliser les produits rappelés et communiquer avec Generac Power Systems pour planifier une réparation gratuite chez un revendeur agréé. Il est possible de continuer à utiliser le nettoyeur haute pression si la batterie a été retirée, en se servant de l'option de démarrage manuel.Pour obtenir de plus amples renseignements, les consommateurs peuvent communiquer avec Generac Power Systems par téléphone au 1-800-396-9047 de 8 h 30 à 17 h (HC) du lundi au vendredi, consulter le site Web de l’entreprise et cliquer sur « Informations importantes su…",2026-05-14,False,,,,,,,90,100,,85,89,Health Canada recall / safety notice,French / bilingual source
HC-51442,product_safety_recall,need-air,1,Air / Breathable Environment / Gas Detection,need-air-gas-detection,Gas Detection,Produits électroniques - Articles de maison,product-category-need-air-gas-detection-produits-electroniques-articles-de-maison-d3bd6635,product-category-need-air-gas-detection-produits-electroniques-articles-de-maison-d3bd6635-page-001,product-hc-51442,Nest Labs rappelle pour réparer des détecteurs de fumée et de monoxyde de carbone « Repair Nest Protect »,,,SRC-HC-RECALLS,Sécurité des produits de consommation,51442,https://recalls-rappels.canada.ca/fr/avis-rappel/nest-labs-rappelle-pour-reparer-detecteurs-fumee-et-monoxyde-carbone-repair-nest,Archived recall / safety evidence,Safety evidence only — current market availability not established,,,,,2014-05-30,True,,,,,,,90,100,,50,67,Health Canada recall / safety notice,French / bilingual source
HC-52074,product_safety_recall,need-air,1,Air / Breathable Environment / Gas Detection,need-air-gas-detection,Gas Detection,Produits électroniques - Articles de maison,product-category-need-air-gas-detection-produits-electroniques-articles-de-maison-d3bd6635,product-category-need-air-gas-detection-produits-electroniques-articles-de-maison-d3bd6635-page-001,product-hc-52074,Kidde rappelle des détecteurs de fumée résidentiels et des détecteurs de fumée et de monoxyde de carbone 2 en 1,,,SRC-HC-RECALLS,Sécurité des produits de consommation,52074,https://recalls-rappels.canada.ca/fr/avis-rappel/kidde-rappelle-detecteurs-fumee-residentiels-et-detecteurs-fumee-et-monoxyde-carbone-2,Archived recall / safety evidence,Safety evidence only — current market availability not established,,,,,2014-09-11,True,,,,,,,90,100,,50,67,Health Canada recall / safety notice,French / bilingual source
HC-25296,product_safety_recall,need-air,1,Air / Breathable Environment / Respiratory Protection,need-air-respiratory-protection,Respiratory Protection,Appareils ménagers - Articles de maison,product-category-need-air-respiratory-protectio-appareils-menagers-articles-de-maison-41f1b553,product-category-need-air-respiratory-protectio-appareils-menagers-articles-de-maison-41f1b553-page-001,product-hc-25296,"Appareils de chauffage électriques portatifs en céramique avec ventilateur, modèles Climate Keeper et Climate Keeper Deluxe, ce dernier avec ventilateur oscillant",,,SRC-HC-RECALLS,Sécurité des produits de consommation,25296,https://recalls-rappels.canada.ca/fr/avis-rappel/appareils-chauffage-electriques-portatifs-en-ceramique-avec-ventilateur-modeles-climate,Archived recall / safety evidence,Safety evidence only — current market availability not established,,,,,2012-07-25,True,,,,,,,90,100,,50,67,Health Canada recall / safety notice,French / bilingual source
HC-22028,product_safety_recall,need-air,1,Air / Breathable Environment / Respiratory Protection,need-air-respiratory-protection,Respiratory Protection,Articles de maison,product-category-need-air-respiratory-protectio-articles-de-maison-69c7a462,product-category-need-air-respiratory-protectio-articles-de-maison-69c7a462-page-001,product-hc-22028,Ventilateur carré de 20 pouces (51 centimètres) de Fusion Canada,,,SRC-HC-RECALLS,Sécurité des produits de consommation,22028,https://recalls-rappels.canada.ca/fr/avis-rappel/ventilateur-carre-20-pouces-51-centimetres-fusion-canada,Archived recall / safety evidence,Safety evidence only — current market availability not established,,Risque d’inflammabilité,Risque d’inflammabilité,,2011-09-09,True,,,,,,,90,100,,85,78,Health Canada recall / safety notice,French / bilingual source
HC-25337,product_safety_recall,need-air,1,Air / Breathable Environment / Respiratory Protection,need-air-respiratory-protection,Respiratory Protection,Articles de maison,product-category-need-air-respiratory-protectio-articles-de-maison-69c7a462,product-category-need-air-respiratory-protectio-articles-de-maison-69c7a462-page-001,product-hc-25337,Adaptateur et bloc d'alimentation pour miniventilateur sans lames AirPLEX,,,SRC-HC-RECALLS,Sécurité des produits de consommation,25337,https://recalls-rappels.canada.ca/fr/avis-rappel/adaptateur-et-bloc-alimentation-pour-miniventilateur-sans-lames-airplex,Archived recall / safety evidence,Safety evidence only — current market availability not established,,,,,2012-08-31,True,,,,,,,90,100,,50,67,Health Canada recall / safety notice,French / bilingual source
HC-50483,product_safety_recall,need-air,1,Air / Breathable Environment / Respiratory Protection,need-air-respiratory-protection,Respiratory Protection,Articles de maison,product-category-need-air-respiratory-protectio-articles-de-maison-69c7a462,product-category-need-air-respiratory-protectio-articles-de-maison-69c7a462-page-001,product-hc-50483,Emerson Electric Company rappelle les ventilateurs de plafond « Copa Breeze » de marque Tommy Bahama,,,SRC-HC-RECALLS,Sécurité des produits de consommation,50483,https://recalls-rappels.canada.ca/fr/avis-rappel/emerson-electric-company-rappelle-ventilateurs-plafond-copa-breeze-marque-tommy-bahama,Archived recall / safety evidence,Safety evidence only — current market availability not established,,Risque physique,Risque physique,,2013-10-24,True,,,,,,,90,100,,50,78,Health Canada recall / safety notice,French / bilingual source
HC-52977,product_safety_recall,need-air,1,Air / Breathable Environment / Respiratory Protection,need-air-respiratory-protection,Respiratory Protection,Articles de maison,product-category-need-air-respiratory-protectio-articles-de-maison-69c7a462,product-category-need-air-respiratory-protectio-articles-de-maison-69c7a462-page-001,product-hc-52977,Hong Kong China Electric Appliance Manufacture Co Ltd. rappelle des ventilateurs de plafond Harbor Breeze Belleisle Bay,,,SRC-HC-RECALLS,Sécurité des produits de consommation,52977,https://recalls-rappels.canada.ca/fr/avis-rappel/hong-kong-china-electric-appliance-manufacture-co-ltd-rappelle-ventilateurs-plafond,Archived recall / safety evidence,Safety evidence only — current market availability not established,,Risque physique,Risque physique,,2014-12-15,True,,,,,,,90,100,,50,78,Health Canada recall / safety notice,French / bilingual source
